CO_REGIAO,CO_UF,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,IN_COMUNITARIA,IN_CONFESSIONAL,CO_IES,CO_CURSO,CO_CINE_ROTULO,CO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVPPI,QT_ING_RVQUILO,QT_ING_RVREFU,QT_ING_RVPOVT,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVIDOSO,QT_ING_RVINTERN,QT_ING_RVMEDAL,QT_ING_RVTRANS,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVPPI,QT_MAT_RVQUILO,QT_MAT_RVREFU,QT_MAT_RVPOVT,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVIDOSO,QT_MAT_RVINTERN,QT_MAT_RVMEDAL,QT_MAT_RVTRANS,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVPPI,QT_CONC_RVQUILO,QT_CONC_RVREFU,QT_CONC_RVPOVT,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVIDOSO,QT_CONC_RVINTERN,QT_CONC_RVMEDAL,QT_CONC_RVTRANS,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
5.0,53.0,5300108.0,1.0,1,1,2,4,0,0,322,51403,"""0115L15""",1,11,115,2.0,0,1,1,1,150,75,75,0,150,0,0,0,11,8,3,0,11,0,0,0,6,6,0,4,2,6,6,6,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,1,1,0,1,2,13,9,4,13,0,0,3,7,1,0,1,1,0,1,0,5,0,0,7,6,4,2,6,0,0,3,2,0,0,0,1,0,0,0,2,0,0,4,6,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,5,1,0,12,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,1,2,5,1,1,403,1516643,"""0115L04""",1,11,115,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,1,2,5,1,1,403,39656,"""0115L13""",1,11,115,2.0,0,1,1,1,30,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,55,17,0,72,0,23,11,8,11,12,6,1,8,9,19,4,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,14,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,2,2,4,0,0,518,1454314,"""0115L15""",1,11,115,2.0,0,1,1,1,220,111,109,0,200,0,20,0,231,128,103,0,211,0,20,0,100,59,41,71,29,80,80,37,0,15,0,0,0,20,0,0,0,73,15,1,6,4,1,0,42,12,40,1,0,5,222,157,65,142,80,0,174,26,5,8,6,3,0,102,32,77,2,0,9,29,20,9,18,11,0,21,5,1,1,1,0,0,17,4,8,0,0,0,99,1,221,1,29,0,6,3,6,2,26,2,2,0,0,24,4,0,2,18,84,2,2,0,0,82,16,0,14,52,11,0,0,0,0,11,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59,3,0,81,19,0,181,41,0,21,8,0,0,0,0,0,0,0,0,0,276,74,210,29,0,0,0,0
5.0,53.0,5300108.0,1.0,1,2,2,4,0,0,1446,1152437,"""0115L15""",1,11,115,2.0,0,1,1,1,600,240,360,0,600,0,0,0,17,11,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,2,2,5,0,0,1538,1377493,"""0115L13""",1,11,115,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,4,1,1,0,0,0,0,1,0,5,0,0,0,6,6,0,0,6,0,4,1,1,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,4,1,1,0,0,14408,1192496,"""0115L02""",1,11,115,2.0,1,1,1,1,90,90,0,0,80,0,10,0,995,995,0,0,985,0,10,0,84,61,23,84,0,83,0,83,0,0,0,0,0,1,0,0,0,61,6,6,1,9,1,0,25,6,45,0,0,8,195,148,47,195,0,0,120,30,11,6,20,6,2,59,25,99,2,0,10,4,1,3,4,0,0,2,2,0,0,0,0,0,0,1,3,0,0,0,84,0,195,0,4,0,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,44,0,0,0,2,1,0,0,0,0,0,76,40,51,0,0,0,8,16,0,0,0,0,0,3,3,3,0,0,0,0,1,0,0,0,0,0,35,44,0,0,57,27,0,143,52,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,4,1,1,0,0,14408,1281070,"""0115L04""",1,11,115,2.0,1,1,1,1,81,81,0,0,80,0,1,0,88,88,0,0,80,0,8,0,62,48,14,62,0,61,0,61,0,0,0,0,0,1,0,0,1,50,4,2,1,2,1,1,12,5,9,1,0,35,225,161,64,225,0,1,158,36,12,5,7,4,2,83,18,78,1,0,45,12,9,3,12,0,0,6,5,0,0,1,0,0,7,3,2,0,0,0,62,0,225,0,12,0,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,0,0,55,7,0,189,36,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,4,1,1,0,0,14408,1280246,"""0115L13""",1,11,115,2.0,1,1,1,1,48,48,0,0,40,0,8,0,550,550,0,0,540,0,10,0,50,35,15,50,0,46,0,46,0,33,0,0,0,4,0,0,2,24,8,5,4,4,2,1,11,10,27,0,0,2,91,73,18,91,0,1,50,18,8,2,6,3,3,28,14,44,0,1,4,4,4,0,4,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,50,0,91,0,4,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,2,0,42,8,0,77,14,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,1,4,1,1,0,0,14408,1634630,"""0115L13""",1,11,115,2.0,1,1,1,1,61,0,61,0,40,0,21,0,92,0,92,0,62,0,30,0,34,25,9,0,34,34,0,0,0,34,0,0,0,0,0,0,0,5,9,4,4,5,6,1,6,9,18,0,0,1,34,25,9,0,34,0,5,9,4,4,5,6,1,6,9,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,27,0,0,0,1,1,0,0,0,0,0,27,1,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,1,1,0,0,2,112162,"""0115L13""",1,11,115,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,2,2,4,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,163,1286429,"""0115L02""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,1,0,0,5,0,0,0,7,4,3,0,0,0,0,1,1,1,2,1,1,1,1,5,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,4,1,6,1,1,1,0,0,0,0,5,0,0,0,0,5,0,0,5,0,7,0,0,0,0,7,0,0,7,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,4,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,163,1183559,"""0115L04""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,0,0,8,8,0,0,0,0,0,0,7,0,0,0,5,4,2,1,2,0,1,4,1,6,0,0,4,36,21,15,0,0,0,12,8,4,5,4,2,1,9,7,14,0,0,6,3,1,2,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,15,0,36,0,3,0,0,0,0,0,15,0,0,0,0,15,0,0,15,0,36,0,0,0,0,36,0,0,36,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,1,0,3,12,0,13,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,163,1486628,"""0115L18""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,11,10,1,0,0,0,2,0,4,1,4,0,0,1,1,3,0,0,6,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,11,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,11,0,0,0,0,11,0,0,11,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,2,0,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,163,1125999,"""0115L13""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,7,7,0,0,0,0,0,0,5,0,0,0,1,3,4,1,3,0,0,3,2,7,0,0,0,19,8,11,0,0,0,1,3,5,4,5,1,0,4,2,11,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0,19,0,1,0,0,0,0,0,12,0,0,0,0,12,0,0,12,0,19,0,0,0,0,19,0,0,19,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,1,0,6,6,0,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,221,1610952,"""0115L07""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,0,9,9,1,0,8,0,0,0,4,0,0,0,4,1,2,2,3,1,0,4,1,8,0,0,0,13,11,2,0,0,0,3,1,2,3,3,1,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,11,2,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,221,1258537,"""0115L12""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,8,0,0,16,16,1,0,15,0,0,0,11,0,0,0,8,5,3,4,5,1,1,5,3,16,0,0,3,42,34,8,0,0,0,10,10,8,5,6,2,1,13,4,23,0,0,2,7,6,1,0,0,0,1,2,2,1,0,1,0,2,0,5,0,0,0,26,1,40,2,7,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,22,5,0,35,7,0,6,1,0,0,0,0,0,0,0,0,0,12,3,9,3,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,221,1258526,"""0115L15""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,77,30,0,0,62,62,17,0,44,0,0,0,45,0,0,0,39,17,16,9,23,3,0,36,13,45,1,0,12,191,142,49,0,0,0,70,40,22,18,35,6,0,71,30,72,1,0,17,23,19,4,0,0,0,6,12,1,1,2,1,0,13,2,8,0,0,0,106,1,190,1,23,0,9,3,4,0,13,0,0,0,0,13,1,0,4,8,20,0,0,0,0,20,2,0,8,11,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,74,5,0,96,11,0,169,22,0,19,4,0,0,0,0,0,0,0,0,0,74,25,60,9,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,221,1468001,"""0115L17""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,0,6,6,2,0,4,0,0,0,4,0,0,1,6,2,0,0,1,0,0,7,0,2,1,0,0,15,7,8,0,0,1,7,4,1,0,2,0,0,8,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,7,3,0,12,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,298,89379,"""0115L13""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,11,0,0,27,19,1,0,7,0,0,0,10,0,0,0,7,6,3,3,15,2,1,8,0,16,1,0,12,39,29,10,0,0,0,6,7,7,3,11,2,3,9,0,19,1,0,10,4,2,2,0,0,0,0,1,2,0,0,0,1,1,0,3,0,0,0,37,0,39,0,4,0,1,0,0,0,15,0,0,0,0,15,1,0,14,0,17,0,0,0,0,17,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0,0,32,5,0,34,5,0,3,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,298,1420104,"""0115L12""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,7,0,0,25,15,8,0,2,0,0,0,3,0,0,0,12,5,2,3,5,1,0,7,1,5,1,0,14,30,24,6,0,0,0,11,8,2,3,5,1,0,5,2,8,1,0,14,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,28,0,30,0,2,0,0,0,0,0,11,0,0,0,0,11,6,0,5,0,17,0,0,0,0,17,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,24,4,0,26,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,298,1420105,"""0115L15""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,52,20,0,0,71,62,6,0,3,0,0,0,1,0,0,0,32,15,9,4,5,7,0,18,2,15,0,1,36,96,71,25,0,0,0,45,13,11,12,10,4,1,25,6,29,0,1,35,6,4,2,0,0,0,3,1,0,0,2,0,0,4,0,1,0,0,1,72,0,96,0,6,0,3,1,2,0,35,0,0,0,0,35,1,0,31,3,39,0,0,0,0,39,3,0,32,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,0,0,63,9,0,81,15,0,5,1,0,0,0,0,0,0,0,0,0,14,2,12,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,322,1268545,"""0115L13""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,6,4,3,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,1,2,0,3,0,0,1,20,15,5,0,0,0,6,4,3,3,3,1,0,5,0,8,1,0,6,5,4,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,4,6,0,20,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,5,1,0,18,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,53.0,5300108.0,1.0,2,1,2,4,0,0,322,1132133,"""0115L12""",1,11,115,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,8,6,2,0,1,0,0,0,0,0,0,0,4,1,1,0,1,1,0,1,2,4,0,0,1,16,10,6,0,0,0,5,5,1,1,3,1,0,3,2,9,0,1,1,3,2,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,8,0,16,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,7,1,0,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
